alert_id,cse,created_at,severity,closure_minutes,escalated,asset
750,CSE_Transport_D,2026-07-07T13:00:00,High,528,True,asset_6
751,CSE_Transport_D,2026-07-01T17:00:00,Medium,395,False,asset_8
752,CSE_Transport_D,2026-06-20T18:00:00,High,417,True,asset_23
753,CSE_Transport_D,2026-03-17T04:00:00,Low,31,False,asset_23
754,CSE_Transport_D,2026-05-27T12:00:00,High,63,True,asset_11
755,CSE_Transport_D,2026-08-24T19:00:00,Low,136,False,asset_30
756,CSE_Transport_D,2026-05-08T04:00:00,Low,109,False,asset_8
757,CSE_Transport_D,2026-03-30T10:00:00,Low,120,False,asset_27
758,CSE_Transport_D,2026-07-01T21:00:00,Medium,373,False,asset_15
759,CSE_Transport_D,2026-01-03T08:00:00,Low,99,False,asset_12
760,CSE_Transport_D,2026-03-07T03:00:00,High,79,True,asset_24
761,CSE_Transport_D,2026-04-18T05:00:00,High,534,False,asset_12
762,CSE_Transport_D,2026-05-20T12:00:00,Low,520,False,asset_26
763,CSE_Transport_D,2026-08-10T18:00:00,Medium,260,False,asset_6
764,CSE_Transport_D,2026-04-26T02:00:00,High,64,True,asset_11
765,CSE_Transport_D,2026-03-08T03:00:00,Low,204,False,asset_29
766,CSE_Transport_D,2026-04-07T05:00:00,High,590,False,asset_3
767,CSE_Transport_D,2026-03-28T19:00:00,Critical,524,True,asset_14
768,CSE_Transport_D,2026-06-17T05:00:00,Medium,474,False,asset_6
769,CSE_Transport_D,2026-01-14T03:00:00,Low,224,False,asset_14
770,CSE_Transport_D,2026-06-28T17:00:00,High,583,True,asset_10
771,CSE_Transport_D,2026-03-18T07:00:00,Low,432,False,asset_19
772,CSE_Transport_D,2026-05-21T15:00:00,Low,399,False,asset_1
773,CSE_Transport_D,2026-04-20T02:00:00,Low,521,False,asset_7
774,CSE_Transport_D,2026-01-25T00:00:00,Low,328,False,asset_3
775,CSE_Transport_D,2026-05-02T03:00:00,Low,437,False,asset_16
776,CSE_Transport_D,2026-05-06T21:00:00,Low,587,False,asset_13
777,CSE_Transport_D,2026-02-17T11:00:00,High,408,True,asset_2
778,CSE_Transport_D,2026-03-09T14:00:00,Medium,261,False,asset_27
779,CSE_Transport_D,2026-03-10T18:00:00,Low,129,False,asset_3
780,CSE_Transport_D,2026-06-21T11:00:00,High,453,False,asset_19
781,CSE_Transport_D,2026-02-28T17:00:00,Low,426,False,asset_27
782,CSE_Transport_D,2026-05-14T13:00:00,Critical,516,True,asset_8
783,CSE_Transport_D,2026-05-02T09:00:00,Low,65,False,asset_17
784,CSE_Transport_D,2026-05-27T16:00:00,High,180,True,asset_25
785,CSE_Transport_D,2026-04-25T05:00:00,Critical,201,False,asset_26
786,CSE_Transport_D,2026-02-19T04:00:00,Low,110,False,asset_22
787,CSE_Transport_D,2026-04-22T06:00:00,Critical,181,False,asset_9
788,CSE_Transport_D,2026-03-23T23:00:00,Critical,98,True,asset_18
789,CSE_Transport_D,2026-04-12T17:00:00,Low,312,False,asset_17
790,CSE_Transport_D,2026-04-28T00:00:00,High,565,False,asset_4
791,CSE_Transport_D,2026-04-17T04:00:00,Low,132,False,asset_30
792,CSE_Transport_D,2026-01-28T18:00:00,High,322,False,asset_29
793,CSE_Transport_D,2026-03-30T13:00:00,Low,527,False,asset_19
794,CSE_Transport_D,2026-06-05T15:00:00,Low,312,False,asset_13
795,CSE_Transport_D,2026-02-06T19:00:00,Medium,441,False,asset_2
796,CSE_Transport_D,2026-04-12T10:00:00,Medium,80,False,asset_24
797,CSE_Transport_D,2026-05-02T08:00:00,High,50,True,asset_26
798,CSE_Transport_D,2026-03-19T09:00:00,Low,533,False,asset_28
799,CSE_Transport_D,2026-06-28T21:00:00,Low,263,False,asset_5
800,CSE_Transport_D,2026-03-18T23:00:00,Medium,358,False,asset_9
801,CSE_Bank_E,2026-07-06T13:00:00,Medium,3,False,asset_7
802,CSE_Bank_E,2026-04-24T06:00:00,Critical,8,False,asset_25
803,CSE_Bank_E,2026-05-13T11:00:00,High,10,False,asset_26
804,CSE_Bank_E,2026-02-10T02:00:00,Low,10,False,asset_13
805,CSE_Bank_E,2026-02-04T16:00:00,High,2,False,asset_6
806,CSE_Bank_E,2026-02-19T06:00:00,High,5,False,asset_2
807,CSE_Bank_E,2026-04-27T01:00:00,Critical,13,False,asset_12
808,CSE_Bank_E,2026-07-30T14:00:00,Medium,12,False,asset_30
809,CSE_Bank_E,2026-02-01T21:00:00,Low,7,False,asset_16
810,CSE_Bank_E,2026-06-02T14:00:00,Low,15,False,asset_16
811,CSE_Bank_E,2026-05-31T17:00:00,Low,4,False,asset_27
812,CSE_Bank_E,2026-08-17T08:00:00,High,13,False,asset_3
813,CSE_Bank_E,2026-03-14T00:00:00,Low,4,False,asset_28
814,CSE_Bank_E,2026-05-27T06:00:00,High,12,False,asset_8
815,CSE_Bank_E,2026-06-23T06:00:00,Low,8,False,asset_17
816,CSE_Bank_E,2026-01-06T21:00:00,Low,4,False,asset_21
817,CSE_Bank_E,2026-02-14T19:00:00,High,5,False,asset_9
818,CSE_Bank_E,2026-06-05T09:00:00,High,13,False,asset_21
819,CSE_Bank_E,2026-03-12T13:00:00,High,15,False,asset_12
820,CSE_Bank_E,2026-04-28T08:00:00,Low,6,False,asset_22
821,CSE_Bank_E,2026-05-14T19:00:00,Low,3,False,asset_1
822,CSE_Bank_E,2026-05-11T21:00:00,Critical,15,False,asset_21
823,CSE_Bank_E,2026-06-02T19:00:00,Low,12,False,asset_4
824,CSE_Bank_E,2026-05-04T02:00:00,Low,6,False,asset_21
825,CSE_Bank_E,2026-03-25T08:00:00,Low,13,False,asset_29
826,CSE_Bank_E,2026-06-16T09:00:00,Low,10,False,asset_25
827,CSE_Bank_E,2026-03-03T01:00:00,High,14,False,asset_26
828,CSE_Bank_E,2026-06-03T12:00:00,Medium,12,False,asset_5
829,CSE_Bank_E,2026-07-04T00:00:00,Medium,6,False,asset_9
830,CSE_Bank_E,2026-08-21T13:00:00,Medium,13,False,asset_2
831,CSE_Bank_E,2026-05-30T22:00:00,Critical,15,False,asset_24
832,CSE_Bank_E,2026-07-02T07:00:00,Medium,12,False,asset_26
833,CSE_Bank_E,2026-05-02T21:00:00,Low,6,False,asset_28
834,CSE_Bank_E,2026-02-13T21:00:00,High,4,False,asset_10
835,CSE_Bank_E,2026-01-25T15:00:00,Low,6,False,asset_24
836,CSE_Bank_E,2026-07-26T17:00:00,High,4,False,asset_22
837,CSE_Bank_E,2026-08-19T10:00:00,Medium,5,False,asset_12
838,CSE_Bank_E,2026-02-27T23:00:00,High,8,False,asset_26
839,CSE_Bank_E,2026-08-16T10:00:00,Low,11,False,asset_10
840,CSE_Bank_E,2026-04-29T03:00:00,Medium,15,False,asset_21
841,CSE_Bank_E,2026-05-30T18:00:00,Critical,3,False,asset_7
842,CSE_Bank_E,2026-05-09T03:00:00,High,8,False,asset_17
843,CSE_Bank_E,2026-03-18T13:00:00,Low,15,False,asset_5
844,CSE_Bank_E,2026-02-05T06:00:00,Low,11,False,asset_29
845,CSE_Bank_E,2026-08-21T14:00:00,Low,15,False,asset_23
846,CSE_Bank_E,2026-02-16T02:00:00,Medium,12,False,asset_6
847,CSE_Bank_E,2026-03-22T20:00:00,Low,9,False,asset_9
848,CSE_Bank_E,2026-02-23T05:00:00,Medium,4,False,asset_16
849,CSE_Bank_E,2026-07-21T02:00:00,Low,8,False,asset_21
850,CSE_Bank_E,2026-04-20T12:00:00,Medium,9,False,asset_13
851,CSE_Bank_E,2026-01-02T01:00:00,Medium,13,False,asset_12
852,CSE_Bank_E,2026-01-04T10:00:00,High,10,False,asset_7
853,CSE_Bank_E,2026-01-05T21:00:00,Low,13,False,asset_8
854,CSE_Bank_E,2026-02-27T22:00:00,High,6,False,asset_5
855,CSE_Bank_E,2026-01-27T12:00:00,Medium,6,False,asset_6
856,CSE_Bank_E,2026-01-17T01:00:00,Low,6,False,asset_15
857,CSE_Bank_E,2026-07-06T16:00:00,Medium,7,False,asset_14
858,CSE_Bank_E,2026-08-16T21:00:00,Critical,7,False,asset_16
859,CSE_Bank_E,2026-04-02T06:00:00,Low,14,False,asset_13
860,CSE_Bank_E,2026-01-05T07:00:00,Low,4,False,asset_7
861,CSE_Bank_E,2026-07-07T00:00:00,Medium,4,False,asset_4
862,CSE_Bank_E,2026-04-04T22:00:00,Medium,2,False,asset_13
863,CSE_Bank_E,2026-08-13T20:00:00,Low,10,False,asset_20
864,CSE_Bank_E,2026-01-13T19:00:00,Critical,12,True,asset_27
865,CSE_Bank_E,2026-01-06T01:00:00,Medium,8,False,asset_15
866,CSE_Bank_E,2026-04-08T03:00:00,Medium,9,False,asset_23
867,CSE_Bank_E,2026-02-09T06:00:00,Medium,12,False,asset_1
868,CSE_Bank_E,2026-03-19T13:00:00,Medium,12,False,asset_17
869,CSE_Bank_E,2026-03-11T19:00:00,Medium,4,False,asset_14
870,CSE_Bank_E,2026-08-01T03:00:00,Medium,11,False,asset_4
871,CSE_Bank_E,2026-03-14T03:00:00,High,9,False,asset_7
872,CSE_Bank_E,2026-06-05T06:00:00,High,15,False,asset_17
873,CSE_Bank_E,2026-02-21T11:00:00,High,6,False,asset_6
874,CSE_Bank_E,2026-01-11T17:00:00,Medium,5,False,asset_23
875,CSE_Bank_E,2026-08-27T15:00:00,Low,2,False,asset_1
876,CSE_Bank_E,2026-06-21T02:00:00,Critical,15,False,asset_16
877,CSE_Bank_E,2026-02-08T02:00:00,High,3,False,asset_24
878,CSE_Bank_E,2026-07-05T03:00:00,Critical,12,False,asset_10
879,CSE_Bank_E,2026-03-09T14:00:00,Low,15,False,asset_6
880,CSE_Bank_E,2026-08-12T01:00:00,High,7,False,asset_26
881,CSE_Bank_E,2026-06-23T10:00:00,Medium,3,False,asset_4
882,CSE_Bank_E,2026-08-06T01:00:00,Low,4,False,asset_22
883,CSE_Bank_E,2026-06-15T05:00:00,Low,9,False,asset_20
884,CSE_Bank_E,2026-03-10T23:00:00,Low,15,False,asset_11
885,CSE_Bank_E,2026-02-16T03:00:00,Medium,9,False,asset_9
886,CSE_Bank_E,2026-08-02T12:00:00,Medium,9,False,asset_26
887,CSE_Bank_E,2026-04-18T20:00:00,High,4,False,asset_4
888,CSE_Bank_E,2026-02-03T22:00:00,High,15,False,asset_6
889,CSE_Bank_E,2026-01-27T13:00:00,Critical,9,False,asset_22
890,CSE_Bank_E,2026-04-23T05:00:00,Medium,14,False,asset_12
891,CSE_Bank_E,2026-06-06T00:00:00,High,15,False,asset_24
892,CSE_Bank_E,2026-08-17T04:00:00,Medium,9,False,asset_4
893,CSE_Bank_E,2026-08-16T13:00:00,Medium,3,False,asset_9
894,CSE_Bank_E,2026-06-17T10:00:00,Low,15,False,asset_22
895,CSE_Bank_E,2026-05-15T23:00:00,Medium,11,False,asset_8
896,CSE_Bank_E,2026-06-21T10:00:00,Medium,13,False,asset_23
897,CSE_Bank_E,2026-06-08T03:00:00,Medium,13,False,asset_8
898,CSE_Bank_E,2026-05-04T11:00:00,Medium,12,False,asset_13
899,CSE_Bank_E,2026-02-08T17:00:00,High,11,False,asset_2
900,CSE_Bank_E,2026-01-03T20:00:00,Critical,10,False,asset_28
901,CSE_Bank_E,2026-05-07T05:00:00,Low,9,False,asset_11
902,CSE_Bank_E,2026-03-03T10:00:00,Critical,2,False,asset_18
903,CSE_Bank_E,2026-06-14T12:00:00,Medium,5,False,asset_3
904,CSE_Bank_E,2026-04-28T14:00:00,High,9,False,asset_3
905,CSE_Bank_E,2026-08-08T15:00:00,Medium,3,False,asset_16
906,CSE_Bank_E,2026-07-10T20:00:00,Low,8,False,asset_14
907,CSE_Bank_E,2026-01-10T17:00:00,Medium,15,False,asset_3
908,CSE_Bank_E,2026-07-22T19:00:00,Critical,12,False,asset_17
909,CSE_Bank_E,2026-05-24T06:00:00,Medium,9,False,asset_11
910,CSE_Bank_E,2026-04-04T01:00:00,High,15,False,asset_15
911,CSE_Bank_E,2026-03-26T17:00:00,High,11,False,asset_16
912,CSE_Bank_E,2026-07-03T21:00:00,Low,9,False,asset_4
913,CSE_Bank_E,2026-01-25T21:00:00,Low,7,False,asset_12
914,CSE_Bank_E,2026-08-01T20:00:00,Critical,6,False,asset_12
915,CSE_Bank_E,2026-06-29T03:00:00,Low,4,False,asset_16
916,CSE_Bank_E,2026-02-05T22:00:00,High,8,False,asset_4
917,CSE_Bank_E,2026-03-07T19:00:00,Low,3,False,asset_30
918,CSE_Bank_E,2026-08-07T12:00:00,Low,15,False,asset_26
919,CSE_Bank_E,2026-02-18T22:00:00,Low,14,False,asset_14
920,CSE_Bank_E,2026-01-12T20:00:00,High,11,False,asset_4
921,CSE_Bank_E,2026-07-17T14:00:00,Medium,11,False,asset_17
922,CSE_Bank_E,2026-02-04T15:00:00,Low,13,False,asset_2
923,CSE_Bank_E,2026-05-22T13:00:00,High,9,False,asset_30
924,CSE_Bank_E,2026-05-11T05:00:00,Medium,4,False,asset_24
925,CSE_Bank_E,2026-07-28T04:00:00,Low,12,False,asset_20
926,CSE_Bank_E,2026-06-05T10:00:00,Medium,8,False,asset_14
927,CSE_Bank_E,2026-06-05T22:00:00,High,6,False,asset_13
928,CSE_Bank_E,2026-03-29T09:00:00,Medium,4,False,asset_5
929,CSE_Bank_E,2026-04-16T19:00:00,High,13,False,asset_17
930,CSE_Bank_E,2026-03-18T22:00:00,Medium,7,False,asset_23
931,CSE_Bank_E,2026-07-08T17:00:00,Medium,5,False,asset_7
932,CSE_Bank_E,2026-06-09T22:00:00,Low,7,False,asset_30
933,CSE_Bank_E,2026-06-22T04:00:00,Critical,12,False,asset_6
934,CSE_Bank_E,2026-05-09T17:00:00,Medium,7,False,asset_23
935,CSE_Bank_E,2026-01-30T11:00:00,Medium,11,False,asset_19
936,CSE_Bank_E,2026-06-20T22:00:00,Medium,13,False,asset_29
937,CSE_Bank_E,2026-08-04T17:00:00,Low,15,False,asset_14
938,CSE_Bank_E,2026-07-26T00:00:00,Medium,2,False,asset_13
939,CSE_Bank_E,2026-02-07T01:00:00,Medium,5,False,asset_9
940,CSE_Bank_E,2026-07-12T05:00:00,Critical,12,False,asset_27
941,CSE_Bank_E,2026-01-16T22:00:00,High,5,False,asset_25
942,CSE_Bank_E,2026-05-19T01:00:00,Low,9,False,asset_4
943,CSE_Bank_E,2026-06-07T21:00:00,High,15,False,asset_8
944,CSE_Bank_E,2026-07-10T20:00:00,Medium,5,False,asset_17
945,CSE_Bank_E,2026-07-20T22:00:00,Low,12,False,asset_2
946,CSE_Bank_E,2026-08-26T12:00:00,Low,14,False,asset_22
947,CSE_Bank_E,2026-03-22T17:00:00,Low,13,False,asset_9
948,CSE_Bank_E,2026-02-21T19:00:00,High,15,False,asset_28
949,CSE_Bank_E,2026-04-24T07:00:00,Critical,13,False,asset_12
950,CSE_Bank_E,2026-07-13T18:00:00,Medium,11,False,asset_7
951,CSE_Bank_E,2026-07-18T23:00:00,Critical,6,False,asset_22
952,CSE_Bank_E,2026-01-20T05:00:00,Critical,13,False,asset_13
953,CSE_Bank_E,2026-01-11T13:00:00,Low,6,False,asset_5
954,CSE_Bank_E,2026-02-11T18:00:00,High,2,False,asset_11
955,CSE_Bank_E,2026-04-30T22:00:00,Critical,2,False,asset_11
956,CSE_Bank_E,2026-06-02T01:00:00,High,12,False,asset_20
957,CSE_Bank_E,2026-08-04T21:00:00,Low,14,False,asset_19
958,CSE_Bank_E,2026-05-21T11:00:00,Low,13,False,asset_11
959,CSE_Bank_E,2026-05-15T07:00:00,Critical,10,True,asset_17
960,CSE_Bank_E,2026-02-10T13:00:00,Medium,8,False,asset_3
961,CSE_Bank_E,2026-03-31T07:00:00,High,12,False,asset_11
962,CSE_Bank_E,2026-03-26T11:00:00,Low,14,False,asset_20
963,CSE_Bank_E,2026-05-16T15:00:00,Critical,15,False,asset_21
964,CSE_Bank_E,2026-01-03T03:00:00,Medium,9,False,asset_8
965,CSE_Bank_E,2026-08-20T20:00:00,Medium,11,False,asset_8
966,CSE_Bank_E,2026-01-11T21:00:00,High,8,False,asset_30
967,CSE_Bank_E,2026-07-23T03:00:00,Low,10,False,asset_24
968,CSE_Bank_E,2026-03-14T00:00:00,Critical,15,False,asset_17
969,CSE_Bank_E,2026-07-25T16:00:00,Medium,2,False,asset_10
970,CSE_Bank_E,2026-08-18T20:00:00,Low,10,False,asset_3
971,CSE_Bank_E,2026-01-25T05:00:00,Critical,14,False,asset_1
972,CSE_Bank_E,2026-06-10T02:00:00,Low,12,False,asset_25
973,CSE_Bank_E,2026-02-24T21:00:00,Medium,3,False,asset_7
974,CSE_Bank_E,2026-05-18T22:00:00,High,13,False,asset_25
975,CSE_Bank_E,2026-04-22T20:00:00,High,3,False,asset_24
976,CSE_Bank_E,2026-06-25T04:00:00,Low,13,False,asset_11
977,CSE_Bank_E,2026-01-10T02:00:00,Low,4,False,asset_26
978,CSE_Bank_E,2026-03-06T17:00:00,Low,15,False,asset_8
979,CSE_Bank_E,2026-08-22T08:00:00,Medium,9,False,asset_21
980,CSE_Bank_E,2026-04-14T13:00:00,Low,8,False,asset_22
981,CSE_Bank_E,2026-01-31T17:00:00,Low,13,False,asset_20
982,CSE_Bank_E,2026-01-17T23:00:00,Medium,13,False,asset_28
983,CSE_Bank_E,2026-01-19T11:00:00,Critical,3,False,asset_22
984,CSE_Bank_E,2026-03-19T19:00:00,Low,14,False,asset_30
985,CSE_Bank_E,2026-04-23T12:00:00,Low,12,False,asset_1
986,CSE_Bank_E,2026-05-02T05:00:00,Medium,4,False,asset_24
987,CSE_Bank_E,2026-04-11T17:00:00,Low,12,False,asset_5
988,CSE_Bank_E,2026-03-18T21:00:00,High,14,False,asset_28
989,CSE_Bank_E,2026-07-06T20:00:00,Low,2,False,asset_18
990,CSE_Bank_E,2026-08-12T17:00:00,Low,2,False,asset_1
991,CSE_Bank_E,2026-05-27T19:00:00,Low,10,False,asset_3
992,CSE_Bank_E,2026-03-20T06:00:00,High,13,False,asset_12
993,CSE_Bank_E,2026-02-24T13:00:00,Critical,15,False,asset_6
994,CSE_Bank_E,2026-02-17T07:00:00,Medium,6,False,asset_7
995,CSE_Bank_E,2026-01-30T05:00:00,Medium,11,False,asset_28
996,CSE_Bank_E,2026-01-14T17:00:00,Medium,10,False,asset_3
997,CSE_Bank_E,2026-03-16T21:00:00,Low,3,False,asset_7
998,CSE_Bank_E,2026-07-05T18:00:00,Medium,7,False,asset_12
999,CSE_Bank_E,2026-02-02T21:00:00,Medium,3,False,asset_10
1000,CSE_Bank_E,2026-06-08T02:00:00,Critical,7,False,asset_11
